City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Paamiut,GL,2021-06-25 22:36:57,61.994,-49.6678,44.55,80,60,18.84
296,Fairbanks,US,2021-06-25 22:32:17,64.8378,-147.7164,74.1,47,40,0.0
297,Okha,RU,2021-06-25 22:32:07,53.5739,142.9478,49.59,78,79,4.68
298,Dingle,PH,2021-06-25 22:36:58,10.9995,122.6711,79.54,85,76,0.83
299,Urengoy,RU,2021-06-25 22:36:58,65.9667,78.3667,45.99,62,28,11.83
300,Arrah,IN,2021-06-25 22:36:59,25.5667,84.6667,71.49,88,100,9.28
301,Lavumisa,SZ,2021-06-25 22:36:59,-27.31,31.892,60.84,51,1,3.83
302,Katherine,AU,2021-06-25 22:36:59,-14.4667,132.2667,66.52,63,100,6.91
303,Yatou,CN,2021-06-25 22:37:00,37.15,122.3833,70.39,83,100,9.84
304,Medicine Hat,CA,2021-06-25 22:37:00,50.0501,-110.6683,80.04,41,75,3.0
305,Benguela,AO,2021-06-25 22:37:01,-12.5763,13.4055,70.43,88,53,1.63
306,Sao Gabriel,BR,2021-06-25 22:37:02,-30.3364,-54.32,52.83,85,76,8.01
307,Neiafu,TO,2021-06-25 22:37:03,-18.65,-173.9833,77.68,65,40,13.8
308,Krasnystaw,PL,2021-06-25 22:37:03,50.9846,23.1742,68.2,98,38,8.37
309,Rovinj,HR,2021-06-25 22:37:04,45.08,13.64,70.2,61,0,5.57
310,Thompson,CA,2021-06-25 22:37:05,55.7435,-97.8558,69.96,64,75,5.75
311,Nahrin,AF,2021-06-25 22:37:06,36.0649,69.1334,67.33,22,0,3.91
312,Mathbaria,BD,2021-06-25 22:37:07,22.2876,89.9593,79.88,88,13,7.31
313,The Valley,AI,2021-06-25 22:32:25,18.217,-63.0578,82.54,78,20,13.8
314,Cedartown,US,2021-06-25 22:37:08,34.0537,-85.255,84.38,69,38,3.22
315,Upata,VE,2021-06-25 22:37:08,8.0086,-62.3989,82.18,81,88,3.49
316,Kailua,US,2021-06-25 22:37:09,21.4022,-157.7394,87.78,61,20,10.36
317,Vapnyarka,UA,2021-06-25 22:37:09,48.5348,28.7436,70.88,89,61,3.15
318,Freeport,US,2021-06-25 22:33:21,40.6576,-73.5832,80.19,78,1,4.0
319,Pasighat,IN,2021-06-25 22:37:10,28.0667,95.3333,75.67,97,91,1.74
320,Vostok,RU,2021-06-25 22:37:11,46.4856,135.8833,71.15,50,35,4.72
321,Porto Novo,BJ,2021-06-25 22:37:12,6.4965,2.6036,82.22,89,100,4.59
322,Bengkulu,ID,2021-06-25 22:37:12,-3.8004,102.2655,74.95,87,37,4.14
323,Westport,US,2021-06-25 22:37:13,41.1415,-73.3579,79.11,81,1,1.99
324,Aklavik,CA,2021-06-25 22:37:13,68.2191,-135.0107,74.12,72,75,10.36
325,Susaki,JP,2021-06-25 22:37:14,33.3667,133.2833,69.87,86,100,2.82
326,Kudahuvadhoo,MV,2021-06-25 22:37:15,2.6708,72.8944,82.56,75,100,12.12
327,Aborlan,PH,2021-06-25 22:37:15,9.4352,118.5492,78.87,80,47,1.57
328,Hangu,CN,2021-06-25 22:37:16,39.2489,117.7892,73.44,62,0,14.09
329,Lavrentiya,RU,2021-06-25 22:37:17,65.5833,-171.0,39.99,85,100,5.82
330,Svetlogorsk,BY,2021-06-25 22:37:17,52.6333,29.7333,65.86,95,99,6.2
331,Gat,IL,2021-06-25 22:35:02,31.61,34.7642,81.39,69,0,3.06
332,Hualmay,PE,2021-06-25 22:37:18,-11.0964,-77.6139,64.27,79,10,12.33
333,Wembley,AU,2021-06-25 22:37:18,-31.9333,115.8,48.51,89,0,8.05
334,Ust-Ilimsk,RU,2021-06-25 22:37:19,58.0006,102.6619,61.09,59,96,8.34
335,Camopi,GF,2021-06-25 22:37:19,3.1655,-52.3158,71.87,98,94,2.8
336,Arlit,NE,2021-06-25 22:37:20,18.7369,7.3853,95.25,15,90,2.53
337,Alaca,TR,2021-06-25 22:37:20,40.1683,34.8425,61.02,90,39,1.19
338,Loreto,MX,2021-06-25 22:37:21,22.2667,-101.9667,78.87,33,8,15.59
339,Faanui,PF,2021-06-25 22:37:22,-16.4833,-151.75,81.63,76,15,16.11
340,Jiangyou,CN,2021-06-25 22:37:22,31.7667,104.7167,71.1,94,100,1.21
341,San Clemente,US,2021-06-25 22:37:23,33.427,-117.612,95.74,69,17,1.99
342,Basoko,CD,2021-06-25 22:37:23,1.2391,23.616,73.62,77,3,3.36
343,Pishin,PK,2021-06-25 22:37:24,30.5803,66.9961,71.47,10,0,3.09
344,Hamilton,US,2021-06-25 22:37:24,39.1834,-84.5333,83.25,74,1,1.01
345,Namibe,AO,2021-06-25 22:37:25,-15.1961,12.1522,67.75,68,18,3.31
346,Innisfail,AU,2021-06-25 22:37:25,-17.5333,146.0333,74.88,81,42,4.85
347,Axim,GH,2021-06-25 22:37:27,4.8699,-2.2405,75.56,90,93,7.29
348,Kangalassy,RU,2021-06-25 22:37:28,62.3464,129.9628,69.73,50,94,5.75
349,Osypenko,UA,2021-06-25 22:37:28,46.9136,36.8253,74.84,84,10,5.93
350,Bulgan,MN,2021-06-25 22:37:29,48.8125,103.5347,59.92,79,19,1.9
351,Vitim,RU,2021-06-25 22:37:31,59.4511,112.5578,66.99,83,3,1.81
352,Belaya Gora,RU,2021-06-25 22:37:32,68.5333,146.4167,78.19,25,11,11.07
353,Tiarei,PF,2021-06-25 22:37:32,-17.5333,-149.3333,84.22,75,25,15.84
354,Kirkenes,NO,2021-06-25 22:37:33,69.7271,30.0458,50.95,71,90,3.44
355,Olinda,BR,2021-06-25 22:37:33,-8.0089,-34.8553,74.93,73,40,13.8
356,Nizwa,OM,2021-06-25 22:37:34,22.9333,57.5333,82.99,48,0,2.42
357,Ilulissat,GL,2021-06-25 22:37:35,69.2167,-51.1,50.02,46,20,19.57
358,Makueni,KE,2021-06-25 22:37:35,-1.8041,37.6203,58.62,85,87,1.34
359,Cambridge,CA,2021-06-25 22:37:03,43.3601,-80.3127,70.23,96,90,10.36
360,Sisimiut,GL,2021-06-25 22:37:36,66.9395,-53.6735,42.66,86,100,9.6
361,Pacific Grove,US,2021-06-25 22:36:04,36.6177,-121.9166,91.62,79,75,3.0
362,Mackenzie,CA,2021-06-25 22:37:38,55.2999,-123.1698,82.62,36,1,9.22
363,Kapit,MY,2021-06-25 22:37:39,2.0167,112.9333,71.89,99,64,1.7
364,Mogoytuy,RU,2021-06-25 22:35:12,51.2833,114.9167,68.27,71,53,2.51
365,Rogers,US,2021-06-25 22:37:39,36.3668,-95.5836,92.91,56,75,5.99
366,Azare,NG,2021-06-25 22:37:40,11.6765,10.1948,78.33,70,60,16.4
367,Galle,LK,2021-06-25 22:37:40,6.0367,80.217,79.74,82,56,13.82
368,Hays,US,2021-06-25 22:37:41,30.0502,-98.0336,94.8,53,0,5.01
369,Taoudenni,ML,2021-06-25 22:37:42,22.6783,-3.9836,100.87,11,17,7.54
370,Esperance,AU,2021-06-25 22:37:42,-33.8667,121.9,44.44,72,1,9.95
371,Raga,SS,2021-06-25 22:37:44,8.4596,25.678,71.51,86,95,3.44
372,Jalaun,IN,2021-06-25 22:37:44,26.1451,79.3366,89.01,49,26,2.93
373,Labuan,MY,2021-06-25 22:37:44,5.2767,115.2417,77.36,100,40,0.0
374,Luang Prabang,LA,2021-06-25 22:37:45,19.8856,102.1347,72.46,99,86,1.86
375,Ostrovnoy,RU,2021-06-25 22:37:45,68.0531,39.5131,53.17,89,90,11.01
376,Camacupa,AO,2021-06-25 22:37:46,-12.0167,17.4833,57.33,38,9,3.83
377,Ust-Maya,RU,2021-06-25 22:37:47,60.4167,134.5333,70.83,55,5,5.17
378,Springbok,ZA,2021-06-25 22:37:47,-29.6643,17.8865,43.45,95,57,3.42
379,Lynn Haven,US,2021-06-25 22:37:48,30.2455,-85.6483,88.03,77,75,3.0
380,Kidal,ML,2021-06-25 22:37:49,18.4411,1.4078,90.52,25,69,7.76
381,Corowa,AU,2021-06-25 22:37:49,-36.0333,146.3833,48.42,96,93,4.47
382,Safford,US,2021-06-25 22:37:50,32.834,-109.7076,101.32,12,90,20.71
383,Hovd,MN,2021-06-25 22:37:50,48.0056,91.6419,54.61,39,48,2.86
384,Morondava,MG,2021-06-25 22:37:52,-20.2833,44.2833,64.44,67,0,7.61
385,Coruripe,BR,2021-06-25 22:37:52,-10.1256,-36.1756,72.95,73,26,8.79
386,Havoysund,NO,2021-06-25 22:37:53,70.9963,24.6622,45.48,90,77,22.46
387,Gloucester,GB,2021-06-25 22:37:07,51.8657,-2.2431,56.95,85,83,5.01
388,Karpogory,RU,2021-06-25 22:37:54,64.0019,44.4451,60.17,87,100,2.3
389,Ipixuna,BR,2021-06-25 22:37:54,-1.7625,-48.8043,82.35,92,83,3.0
390,Nakamura,JP,2021-06-25 22:37:55,32.9833,132.9333,71.46,95,100,2.95
391,Bahia Blanca,AR,2021-06-25 22:37:56,-38.7196,-62.2724,50.9,48,100,9.22
392,Lagoa,PT,2021-06-25 22:37:56,39.05,-27.9833,66.63,81,60,8.59
393,Namatanai,PG,2021-06-25 22:37:57,-3.6667,152.4333,82.8,72,98,6.78
394,Lukovetskiy,RU,2021-06-25 22:37:59,64.2956,41.9211,57.18,97,10,2.39
395,Owen Sound,CA,2021-06-25 22:35:00,44.5672,-80.9435,70.54,96,100,4.0
396,Ponta Delgada,PT,2021-06-25 22:36:41,37.7333,-25.6667,66.92,100,75,5.75
397,Wattegama,LK,2021-06-25 22:38:00,6.7989,81.4808,75.22,73,64,4.5
398,Texcoco,MX,2021-06-25 22:38:01,19.5167,-98.8833,68.94,53,92,8.21
399,Moerai,PF,2021-06-25 22:38:01,-22.4333,-151.3333,76.26,87,72,19.08
400,Rawson,AR,2021-06-25 22:38:02,-43.3002,-65.1023,45.18,51,93,14.99
401,Tura,IN,2021-06-25 22:38:03,25.5198,90.2201,73.51,97,71,4.83
402,Yairipok,IN,2021-06-25 22:38:04,24.6667,94.0667,70.18,98,100,1.72
403,Svirstroy,RU,2021-06-25 22:38:04,60.7999,33.7248,65.98,92,86,4.38
404,Fukue,JP,2021-06-25 22:38:05,32.6881,128.8419,71.98,85,100,14.92
405,Cuamba,MZ,2021-06-25 22:38:06,-14.8031,36.5372,59.61,67,0,1.74
406,Faya,SA,2021-06-25 22:38:06,18.3851,42.4509,71.71,17,100,0.78
407,Caravelas,BR,2021-06-25 22:38:08,-17.7125,-39.2481,69.44,77,11,5.95
408,Braganca,BR,2021-06-25 22:36:30,-1.0536,-46.7656,72.41,98,32,2.44
409,Baykit,RU,2021-06-25 22:38:09,61.67,96.37,55.17,99,100,3.09
410,Bemidji,US,2021-06-25 22:38:09,47.4736,-94.8803,80.89,41,40,6.91
411,Sagarejo,GE,2021-06-25 22:38:10,41.734,45.3315,72.03,28,56,6.35
412,Maridi,SS,2021-06-25 22:38:11,4.9158,29.4742,69.55,72,84,3.69
413,Lunao,PH,2021-06-25 22:38:12,8.8503,125.0564,73.89,82,89,1.32
414,Codrington,AU,2021-06-25 22:38:12,-38.2667,141.9667,48.2,76,98,7.4
415,Waling,NP,2021-06-25 22:38:13,27.9833,83.7667,71.04,98,100,4.0
416,Myitkyina,MM,2021-06-25 22:38:13,25.3833,97.4,74.91,99,100,0.96
417,Daru,PG,2021-06-25 22:38:14,-9.0763,143.2092,78.76,80,47,12.5
418,Copiapo,CL,2021-06-25 22:38:15,-27.3667,-70.3333,53.29,59,100,2.46
419,Zaliznychne,UA,2021-06-25 22:38:15,45.7489,28.6147,75.43,62,31,7.85
420,Eydhafushi,MV,2021-06-25 22:38:16,5.1033,73.0708,82.42,76,100,14.32
421,Sebina,BW,2021-06-25 22:38:16,-20.8667,27.25,56.88,45,0,2.89
422,North Bend,US,2021-06-25 22:36:05,43.4065,-124.2243,86.23,77,1,11.5
423,Port Macquarie,AU,2021-06-25 22:38:17,-31.4333,152.9167,59.9,59,0,7.9
424,Diamantino,BR,2021-06-25 22:38:17,-14.4086,-56.4461,77.67,42,7,4.68
425,Deputatskiy,RU,2021-06-25 22:38:18,69.3,139.9,72.84,31,100,10.13
426,Meiktila,MM,2021-06-25 22:38:19,20.8667,95.8667,75.49,87,91,13.58
427,Port Moresby,PG,2021-06-25 22:38:19,-9.4431,147.1797,78.22,83,75,6.91
428,Linxia,CN,2021-06-25 22:38:20,35.6003,103.2064,63.55,79,99,2.64
429,Mamou,GN,2021-06-25 22:38:20,10.5,-12.0,68.63,95,49,1.52
430,Havelock,US,2021-06-25 22:35:31,34.8791,-76.9013,81.01,85,90,3.0
431,Mahon,ES,2021-06-25 22:38:21,39.8885,4.2658,68.56,77,0,4.61
432,Vanimo,PG,2021-06-25 22:38:23,-2.6741,141.3028,79.29,83,92,4.27
433,Choix,MX,2021-06-25 22:38:24,26.7092,-108.3219,92.7,49,74,4.52
434,Ketchikan,US,2021-06-25 22:38:25,55.3422,-131.6461,64.87,88,75,11.5
435,Mackay,AU,2021-06-25 22:38:25,-21.15,149.2,69.67,94,90,5.75
436,Sofiyivka,UA,2021-06-25 22:38:26,48.0493,33.8746,73.56,73,1,4.63
437,Inhambane,MZ,2021-06-25 22:38:26,-23.865,35.3833,68.13,85,0,11.1
438,Mhango,TZ,2021-06-25 22:38:28,-3.2833,32.85,64.53,53,9,2.89
439,Atar,MR,2021-06-25 22:38:28,20.5169,-13.0499,95.4,14,26,5.59
440,Pangoa,PE,2021-06-25 22:38:29,-12.1167,-73.0,71.6,79,22,2.13
441,Kamenka,RU,2021-06-25 22:38:30,51.3223,42.7678,72.7,69,56,7.25
442,Krasnoselkup,RU,2021-06-25 22:38:30,65.7,82.4667,45.01,66,28,17.6
443,Evensk,RU,2021-06-25 22:38:30,61.95,159.2333,67.17,53,89,9.91
444,Leningradskiy,RU,2021-06-25 22:38:33,69.3833,178.4167,38.82,65,26,15.59
445,Ancud,CL,2021-06-25 22:38:33,-41.8697,-73.8203,43.52,73,46,6.58
446,Pedernales,DO,2021-06-25 22:38:34,18.0384,-71.744,82.63,67,100,4.21
447,Sinfra,CI,2021-06-25 22:38:34,6.6167,-5.9167,72.77,99,98,4.76
448,Flin Flon,CA,2021-06-25 22:38:34,54.7682,-101.865,69.64,60,75,6.91
449,Verkhoyansk,RU,2021-06-25 22:38:35,67.5447,133.385,78.48,34,55,6.2
450,Amahai,ID,2021-06-25 22:38:36,-3.3333,128.9167,79.03,84,74,2.53
451,Iquique,CL,2021-06-25 22:38:37,-20.2208,-70.1431,60.84,79,17,5.59
452,High Level,CA,2021-06-25 22:38:39,58.5169,-117.136,82.51,36,20,6.91
453,Chicama,PE,2021-06-25 22:38:39,-7.8447,-79.1469,64.94,77,48,8.12
454,Rancho Palos Verdes,US,2021-06-25 22:38:40,33.7445,-118.387,92.53,74,20,5.01
455,Charters Towers,AU,2021-06-25 22:38:41,-20.1,146.2667,65.08,78,30,14.03
456,Kaeo,NZ,2021-06-25 22:38:41,-35.1,173.7833,60.33,96,96,12.17
457,Atasu,KZ,2021-06-25 22:38:42,48.6814,71.6433,50.68,74,56,5.59
458,Sobolevo,RU,2021-06-25 22:38:43,54.4299,31.8996,63.43,96,100,10.18
459,Cyangugu,RW,2021-06-25 22:38:44,-2.4846,28.9075,57.65,87,16,0.43
460,Osted,DK,2021-06-25 22:38:44,55.5623,11.9579,61.68,73,90,0.0
461,Zgierz,PL,2021-06-25 22:38:45,51.8556,19.4062,65.25,89,40,4.61
462,Tabou,CI,2021-06-25 22:38:46,4.423,-7.3528,74.79,89,99,3.11
463,Kalanguy,RU,2021-06-25 22:38:46,51.0167,116.5167,66.15,76,17,1.86
464,Montepuez,MZ,2021-06-25 22:38:47,-13.1256,38.9997,61.97,86,45,3.13
465,Antofagasta,CL,2021-06-25 22:38:48,-23.65,-70.4,58.28,87,84,6.98
466,Huarmey,PE,2021-06-25 22:38:48,-10.0681,-78.1522,65.48,79,11,11.5
467,Bunia,CD,2021-06-25 22:38:50,1.5667,30.25,63.86,73,31,2.89
468,Omboue,GA,2021-06-25 22:38:50,-1.5746,9.2618,73.36,89,34,9.44
469,Pychas,RU,2021-06-25 22:38:52,56.5033,52.4409,67.05,95,10,4.36
470,Ende,ID,2021-06-25 22:38:53,-8.8432,121.6623,77.74,89,59,1.16
471,Gorontalo,ID,2021-06-25 22:38:53,0.5412,123.0595,77.34,89,65,2.15
472,Nanning,CN,2021-06-25 22:38:54,22.8167,108.3167,79.25,92,100,6.4
473,Marsh Harbour,BS,2021-06-25 22:38:54,26.5412,-77.0636,81.52,75,74,13.73
474,Ukiah,US,2021-06-25 22:38:55,39.1502,-123.2078,100.53,30,1,6.91
475,Maldonado,UY,2021-06-25 22:37:22,-34.6667,-54.9167,51.22,84,78,4.7
476,Amapa,BR,2021-06-25 22:38:56,1.0,-52.0,70.47,98,42,2.39
477,Mount Isa,AU,2021-06-25 22:38:56,-20.7333,139.5,49.77,81,1,8.05
478,Oranjestad,AW,2021-06-25 22:35:21,12.524,-70.027,84.15,80,40,7.0
479,Berlevag,NO,2021-06-25 22:38:57,70.8578,29.0864,46.35,87,22,20.0
480,Lieto,FI,2021-06-25 22:38:58,60.5103,22.4618,62.92,80,6,3.44
481,Taltal,CL,2021-06-25 22:38:58,-25.4,-70.4833,58.33,84,93,3.06
482,Belogorsk,RU,2021-06-25 22:38:59,50.9158,128.4611,73.09,73,6,7.96
483,Poya,NC,2021-06-25 22:39:00,-21.35,165.15,75.02,67,39,5.37
484,Bad Sachsa,DE,2021-06-25 22:39:01,51.595,10.5555,59.79,83,77,0.83
485,Muros,ES,2021-06-25 22:39:01,42.7762,-9.0603,68.23,78,4,9.1
486,Zhezkazgan,KZ,2021-06-25 22:39:02,47.8043,67.7144,61.7,51,64,2.77
487,Prince Rupert,CA,2021-06-25 22:39:02,54.3161,-130.3201,71.69,64,90,11.5
488,Dawei,MM,2021-06-25 22:39:02,14.0833,98.2,76.15,91,98,2.08
489,Ati,TD,2021-06-25 22:39:03,13.2154,18.3353,89.69,39,13,11.48
490,Wanning,CN,2021-06-25 22:39:04,18.8003,110.3967,81.34,91,98,7.85
491,Beya,RU,2021-06-25 22:39:04,53.0533,90.9139,49.59,79,55,7.18
492,Key West,US,2021-06-25 22:39:04,24.5557,-81.7826,84.2,70,75,12.66
493,Tessalit,ML,2021-06-25 22:39:05,20.1986,1.0114,91.15,24,74,7.78
494,Maracaibo,VE,2021-06-25 22:39:05,10.6317,-71.6406,81.66,75,93,7.05
495,Tautira,PF,2021-06-25 22:39:06,-17.7333,-149.15,84.22,77,38,17.65
496,Namalenga,TZ,2021-06-25 22:39:06,-10.95,39.1,65.7,84,64,3.18
497,Tahoua,NE,2021-06-25 22:39:07,14.8888,5.2692,84.94,44,50,9.31
498,Goure,NE,2021-06-25 22:39:08,13.9835,10.2704,90.01,35,71,11.68
499,Aras,ES,2021-06-25 22:39:08,42.5617,-2.356,63.01,68,0,3.44
500,Capreol,CA,2021-06-25 22:39:08,46.706,-80.9225,66.9,92,90,3.0
501,Coihaique,CL,2021-06-25 22:39:09,-45.5752,-72.0662,39.81,81,20,2.3
502,Karangampel,ID,2021-06-25 22:39:09,-6.4622,108.4519,79.21,79,87,4.79
503,Shizunai,JP,2021-06-25 22:36:09,42.3339,142.3669,64.49,76,0,3.13
504,Awjilah,LY,2021-06-25 22:39:10,29.1081,21.2869,87.35,27,1,9.1
505,Makakilo City,US,2021-06-25 22:39:11,21.3469,-158.0858,86.32,51,1,14.97
506,Carupano,VE,2021-06-25 22:39:11,10.6678,-63.2585,79.54,81,39,6.96
507,Tual,ID,2021-06-25 22:39:12,-5.6667,132.75,81.12,79,100,22.55
508,Muroto,JP,2021-06-25 22:39:12,33.2833,134.15,69.84,80,100,5.66
509,Tres Arroyos,AR,2021-06-25 22:39:13,-38.3739,-60.2798,48.79,68,100,7.94
510,Salalah,OM,2021-06-25 22:39:13,17.0151,54.0924,80.69,89,75,4.61
511,Maniitsoq,GL,2021-06-25 22:39:14,65.4167,-52.9,42.06,89,100,19.01
512,Puerto Quijarro,BO,2021-06-25 22:39:14,-17.7833,-57.7667,77.86,45,69,1.63
513,Mehran,IR,2021-06-25 22:39:15,33.1222,46.1646,89.08,13,0,8.39
514,Elban,RU,2021-06-25 22:39:15,50.1018,136.5094,59.92,96,100,6.08
515,Kwinana,AU,2021-06-25 22:39:16,-32.25,115.7667,48.65,63,100,10.07
516,Port-Gentil,GA,2021-06-25 22:39:16,-0.7193,8.7815,76.96,83,40,10.36
517,Bremerton,US,2021-06-25 22:39:17,47.5673,-122.6326,92.39,49,1,3.0
518,Necochea,AR,2021-06-25 22:39:17,-38.5473,-58.7368,48.04,69,96,10.11
519,Maragogi,BR,2021-06-25 22:39:18,-9.0122,-35.2225,73.54,83,49,10.78
520,Minna,NG,2021-06-25 22:39:18,9.6139,6.5569,73.26,91,95,4.59
521,Ambilobe,MG,2021-06-25 22:39:19,-13.2,49.05,65.05,88,1,3.47
522,Aksu,CN,2021-06-25 22:39:19,41.1231,80.2644,71.62,32,17,2.73
523,Pimentel,PE,2021-06-25 22:39:19,-6.8367,-79.9342,70.09,81,0,4.0
524,Le Mans,FR,2021-06-25 22:34:33,48.0,0.2,58.93,100,75,2.3
525,Charagua,BO,2021-06-25 22:39:20,-19.8,-63.2167,62.17,72,100,7.9
526,Bilibino,RU,2021-06-25 22:39:20,68.0546,166.4372,61.84,45,7,0.2
527,Aanekoski,FI,2021-06-25 22:39:21,62.6946,25.818,66.27,95,55,2.55
528,Zyryanka,RU,2021-06-25 22:39:21,65.75,150.85,77.32,26,24,6.11
529,Hofn,IS,2021-06-25 22:39:22,64.2539,-15.2082,50.13,93,100,22.3
530,Andenes,NO,2021-06-25 22:39:22,69.3143,16.1194,48.18,76,90,8.05
531,Tongzi,CN,2021-06-25 22:39:23,28.7829,105.0877,71.8,94,100,0.67
532,Sabang,ID,2021-06-25 22:39:24,5.8933,95.3214,83.01,74,83,18.81
533,Oswego,US,2021-06-25 22:39:24,43.4501,-76.1497,82.63,65,100,9.95
534,Mildura,AU,2021-06-25 22:39:24,-34.2,142.15,45.07,100,90,5.75
535,Jinxi,CN,2021-06-25 22:39:25,30.4323,116.2922,78.37,92,100,1.79
536,Ilinskiy,RU,2021-06-25 22:39:25,55.619,38.1182,75.78,68,0,2.24
537,Kyra,RU,2021-06-25 22:39:26,49.5776,111.9753,64.17,81,99,3.38
538,Mikhaylovka,RU,2021-06-25 22:39:26,50.06,43.2379,76.71,59,100,8.84
539,Luanda,AO,2021-06-25 22:38:36,-8.8368,13.2343,71.58,92,65,6.04
540,Henties Bay,NA,2021-06-25 22:39:27,-22.116,14.2845,58.64,76,0,6.78
541,Thinadhoo,MV,2021-06-25 22:39:28,0.5333,72.9333,82.96,71,100,9.69
542,Muzhi,RU,2021-06-25 22:39:28,65.3667,64.6667,54.73,77,100,4.56
543,Kargat,RU,2021-06-25 22:39:28,55.1956,80.2811,46.62,93,43,5.7
544,Mandla,IN,2021-06-25 22:39:29,22.6,80.3833,76.53,88,100,2.8
545,Seoul,KR,2021-06-25 22:39:29,37.5683,126.9778,69.4,91,90,3.44
546,Ust-Nera,RU,2021-06-25 22:39:30,64.5667,143.2,72.03,33,11,4.79
547,Guican,CO,2021-06-25 22:39:30,6.4618,-72.4113,50.61,91,91,2.35
548,Carutapera,BR,2021-06-25 22:39:31,-1.195,-46.02,75.04,91,6,7.52
549,Taganak,PH,2021-06-25 22:39:31,6.0833,118.3,77.14,78,16,8.66
550,Port-Cartier,CA,2021-06-25 22:39:31,50.0334,-66.8654,61.02,76,99,3.87
551,Moche,PE,2021-06-25 22:39:32,-8.1711,-79.0092,66.38,88,70,13.8
